Timestamp, Latitude, Northing, Longitude, Easting, Northing2, Zone
1487795356208574, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795357208507, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795358207895, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795359208845, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795360207973, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795361207645, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795362207546, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795363224794, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795364224352, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795365225317, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795366224365, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795367207853, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795368208152, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795369208489, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795370208242, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795371209032, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795372224927, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795373224689, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795374208313, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795375208192, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795376207852, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795377209397, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795378208073, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795379207671, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795380207535, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795381207602, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795382207982, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795383209149, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795384208428, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795385208175, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795386211165, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795387209539, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795388208121, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795389209173, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795390208524, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795391209760, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795392209997, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795393209687, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795394209540, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795395211244, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795396209691, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795397209397, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795398210290, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795399209840, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795400208770, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795401209320, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795402213292, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795403208434, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795404208209, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795405208492, 42.3387183333, 4689500.39386, -71.09005, 327824.405333, 4689500.39386, 19
1487795406208696, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795407209058, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795408208303, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795409208006, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795410209117, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795411208459, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795412208586, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795413254998, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795414208142, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795415224798, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795416225538, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795417224686, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795418207363, 42.33872, 4689500.57893, -71.09005, 327824.409882, 4689500.57893, 19
1487795419208955, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795420209445, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795421208124, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795422224876, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795423225102, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795424207425, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795425209588, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795426206917, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795427207021, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795428207322, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795429206955, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795430206936, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795431207987, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795432208972, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795433206972, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795434206995, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795435207222, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795436208408, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795437238205, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
